peris, apos, t_min_relative, r_relative, theta 
9.573268 102.093255 -0.509000 59.582673 45.186591 
17.733134 100.139828 -0.527000 51.136333 78.207314 
13.575907 94.036811 -3.999000 48.192587 28.660850 
8.528633 93.405905 -0.676000 17.247692 80.537641 
17.199809 98.329841 -2.598000 34.492139 17.968152 
3.180623 97.357084 -1.992000 15.358736 8.865171 
22.330469 98.169853 -0.453000 61.292591 39.955760 
13.490739 98.400339 -3.999000 57.127612 61.634953 
17.456197 97.923855 -0.499000 50.161384 62.126682 
8.970954 95.577065 -2.515000 30.210139 44.892006 
27.510322 106.671077 -2.997000 27.010302 56.927723 
11.815576 103.873500 -2.408000 64.443624 47.438410 
14.400949 103.035632 -3.999000 30.616930 74.009503 
25.676799 103.428018 -2.608000 16.920806 60.368553 
13.197183 99.323623 -0.463000 66.368982 38.085331 
15.813774 93.972208 -2.254000 67.185828 38.785177 
10.509233 98.712167 -2.555000 25.169837 76.983041 
16.817392 101.863198 -0.499000 59.924292 71.654895 
11.602454 102.959806 -0.549000 44.419173 63.165531 
25.714759 100.542440 -0.459000 65.146872 60.273922 
16.020860 94.787000 -0.557000 30.092763 78.829871 
26.754681 107.339302 -0.463000 77.314450 59.346302 
33.186735 100.507537 -0.403000 77.101556 54.951296 
12.919027 108.557753 -2.540000 68.303135 47.927154 
8.112336 101.098186 -3.566000 23.798365 17.046426 
3.678191 96.995992 -2.265000 10.989160 68.518105 
2.756137 23.398321 -0.922000 0.428080 29.228912 
10.006146 99.961815 -2.478000 37.080974 50.007029 
23.099674 104.190145 -0.481000 66.802326 49.800849 
13.742191 103.895040 -3.999000 15.498751 41.995456 
6.163800 84.875034 -0.849000 9.304251 66.279400 
9.136899 89.093519 -0.719000 17.289843 61.720705 
8.710929 106.625518 -0.527000 61.603959 61.472023 
27.056588 95.302034 -0.371000 75.913314 57.370157 
18.353449 104.306622 -0.489000 67.842506 40.133591 
11.460554 101.529818 -0.521000 52.362484 56.639530 
9.951457 93.937291 -3.999000 27.751605 53.211776 
10.352742 76.612816 -0.781000 14.252214 49.385695 
12.703886 100.507636 -3.998000 59.444039 54.919361 
14.099515 95.852820 -3.940000 16.326255 36.185167 
24.518968 95.867088 -0.489000 48.221375 84.410814 
20.571023 89.192224 -3.310000 44.670773 57.724412 
21.379399 95.427320 -3.999000 58.740022 58.747803 
13.797639 97.617028 -0.481000 56.904923 53.075740 
21.082024 106.563203 -2.648000 8.280296 66.464442 
20.580154 94.741482 -0.409000 68.922310 53.290891 
25.758569 100.974063 -0.425000 72.237358 11.271087 
15.113879 107.802082 -2.181000 62.281220 20.775911 
18.067632 97.802267 -3.999000 21.076801 59.585638 
9.728815 106.149953 -2.361000 14.280370 47.610005 
14.503433 135.491222 -0.858000 5.803609 70.863042 
11.823710 93.909758 -0.697000 23.525162 61.684666 
16.144359 94.007443 -0.643000 32.535884 62.801520 
14.111971 89.621544 -0.675000 26.516176 39.180579 
18.419034 105.118848 -2.712000 7.657048 54.115304 
29.126046 97.733814 -2.733000 19.022069 71.396034 
15.416493 99.932355 -3.999000 13.602550 39.646505 
21.143618 100.571973 -2.695000 43.284949 70.117314 
