peris, apos, t_min_relative, r_relative, theta 
24.740542 104.322225 -2.965000 53.577938 35.411652 
27.733634 101.668995 -3.303000 41.092066 35.709427 
31.370598 100.852946 -1.336000 9.806029 28.285720 
24.551881 105.175274 -3.288000 22.122743 13.175201 
31.253391 102.722373 -3.433000 71.511006 17.611966 
17.017052 103.655160 -2.751000 46.375777 35.199188 
25.858414 97.770176 -3.149000 47.178738 38.258654 
23.790617 95.973217 -1.093000 8.633887 33.940967 
18.315153 107.076148 -3.200000 22.073818 11.681286 
21.326966 107.042710 -1.323000 43.717118 46.423214 
25.205303 106.083227 -0.425000 83.517837 16.979096 
26.432171 108.607936 -3.473000 45.391984 32.780881 
